"ft_barack_obama_pre","ft_barack_obama_post","ft_mitt_romney_pre","ft_mitt_romney_post","ft_joe_biden_pre","ft_joe_biden_post","ft_paul_ryan_pre","ft_paul_ryan_post","ft_gay"
0,10,50,70,0,10,50,70,50
85,90,30,45,70,85,35,48,85
70,50,60,60,50,50,NA,50,50
100,100,0,0,100,100,0,0,90
0,0,100,95,30,30,100,100,0
30,85,85,100,30,85,85,100,100
100,95,30,15,85,70,50,50,50
50,60,50,50,50,50,50,70,0
40,60,70,70,30,50,70,70,70
100,100,15,0,60,70,50,0,70
0,0,70,70,0,60,70,NA,60
85,95,40,40,90,90,20,3,50
65,70,40,55,55,75,20,30,20
70,90,40,40,80,85,50,30,0
0,0,85,85,0,0,85,85,40
60,85,15,10,60,85,0,NA,75
85,85,30,30,70,85,15,15,60
80,84,55,40,65,76,50,25,70
85,100,50,50,75,80,45,40,20
90,90,0,0,90,85,0,0,85
70,NA,50,NA,50,NA,50,NA,NA
40,60,60,50,50,60,50,50,NA
60,50,30,50,15,50,15,50,50
40,30,30,15,50,40,50,40,50
70,60,35,30,60,65,35,50,50
100,85,0,15,50,70,50,30,85
40,40,85,85,30,30,85,85,50
0,NA,100,NA,0,NA,100,NA,NA
85,85,50,40,70,85,30,15,30
85,85,50,0,85,70,50,50,50
15,0,60,60,0,0,85,70,50
30,30,30,30,30,30,30,30,50
0,0,85,70,60,40,85,70,40
15,30,70,70,30,30,70,70,50
50,15,50,70,10,70,15,90,0
0,50,60,85,40,70,60,50,60
75,NA,35,NA,75,NA,50,NA,NA
10,0,75,60,12,0,95,90,25
30,0,30,0,30,0,50,30,50
90,100,40,40,NA,50,60,50,15
0,0,100,100,0,0,100,100,0
0,15,100,85,0,15,100,85,50
2,0,60,60,0,0,70,70,0
85,85,30,30,85,86,30,30,50
45,35,65,51,60,51,70,60,50
65,65,70,68,40,65,55,70,70
50,50,60,60,50,50,60,50,40
70,50,30,30,50,40,40,30,50
80,85,0,40,15,50,30,30,15
100,100,0,30,30,50,30,40,60
0,0,85,70,15,40,60,60,15
100,80,0,0,100,85,0,0,60
15,25,80,75,0,0,95,95,0
30,0,70,80,60,0,50,90,100
15,30,80,85,30,40,80,50,65
50,50,60,50,35,70,70,50,60
65,40,60,15,45,40,58,50,50
0,1,85,95,0,1,75,90,50
35,0,75,70,50,50,65,50,0
NA,NA,NA,NA,NA,NA,NA,NA,NA
0,15,100,85,0,50,100,50,0
0,0,50,50,0,0,70,95,0
15,0,60,70,30,0,50,50,15
60,60,40,50,50,40,40,40,50
50,60,50,60,40,40,50,50,30
60,60,10,15,50,60,50,50,85
97,97,1,3,80,85,0,1,90
60,100,50,30,60,85,40,50,40
0,0,100,85,0,0,85,100,50
100,100,15,0,100,100,50,0,50
0,0,0,30,0,0,0,15,15
99,100,3,0,100,100,30,15,40
15,15,85,90,15,40,70,70,50
0,15,100,85,0,15,85,85,50
70,45,40,65,50,55,35,50,80
0,0,95,85,0,5,100,100,0
70,70,40,40,50,50,40,30,50
30,30,0,30,0,0,70,40,100
80,85,30,15,55,60,45,40,60
100,100,70,70,40,85,0,85,100
65,65,15,15,50,60,30,5,70
30,15,40,40,0,15,50,50,60
100,100,0,0,100,100,0,0,50
30,30,85,85,15,15,100,85,50
0,0,50,50,15,0,85,85,50
15,40,60,60,15,30,60,50,50
0,0,70,60,50,50,50,50,100
15,NA,85,NA,15,NA,85,NA,NA
100,100,0,40,100,100,15,30,50
90,95,10,5,75,80,10,10,75
80,85,40,40,70,85,60,70,0
100,100,50,30,50,50,50,30,50
60,85,40,50,50,70,50,60,85
100,NA,0,NA,85,NA,15,NA,50
0,10,65,65,15,0,55,70,30
85,80,40,40,70,70,15,40,75
0,0,60,60,0,0,60,50,40
70,90,30,0,50,NA,50,NA,0
0,0,100,70,0,0,85,70,15
40,70,85,70,60,60,50,50,50
50,NA,50,NA,50,NA,50,NA,NA
0,0,100,85,0,40,100,70,50
80,85,20,30,70,70,10,10,50
60,60,40,60,40,40,70,60,40
10,0,60,70,50,50,50,NA,40
15,15,85,85,30,60,70,60,30
4,70,2,30,4,50,2,0,60
50,40,60,70,60,60,50,60,70
30,15,60,100,15,0,85,100,40
0,60,100,100,0,0,85,80,70
100,100,40,50,100,85,40,15,30
50,35,75,85,40,40,65,70,15
85,80,50,50,70,80,50,50,60
85,85,30,30,60,70,30,40,100
50,45,65,50,45,40,55,35,50
70,70,30,40,50,70,15,15,0
30,15,70,70,30,20,60,60,0
50,NA,30,NA,40,NA,50,NA,NA
70,85,15,15,85,90,0,10,65
0,15,100,85,15,40,15,70,15
85,70,60,40,60,70,50,50,60
70,NA,30,NA,50,NA,50,NA,NA
60,50,0,50,40,15,15,50,50
85,85,15,30,85,85,30,60,70
85,85,15,15,85,85,15,15,85
99,92,0,59,88,60,5,45,48
60,60,15,15,40,50,50,30,100
15,30,70,70,10,20,70,70,30
65,62,0,5,72,60,5,5,70
100,100,0,0,40,60,50,50,50
0,15,100,85,40,30,100,85,85
0,NA,70,NA,0,NA,70,NA,NA
85,85,3,60,70,70,50,60,65
100,NA,0,0,100,85,0,40,50
85,100,60,75,85,85,30,50,85
15,NA,85,NA,0,NA,100,NA,NA
75,75,30,30,70,95,30,15,0
90,90,0,5,85,85,0,5,40
0,0,100,85,15,0,100,100,40
40,30,40,60,50,50,50,50,50
40,50,40,50,30,40,50,40,40
0,30,60,60,0,0,60,70,15
85,85,60,40,50,50,50,50,50
NA,NA,NA,NA,NA,NA,NA,NA,NA
15,0,85,70,15,0,70,60,50
65,NA,0,NA,0,NA,0,NA,NA
55,50,55,50,50,50,55,50,45
0,0,85,95,0,30,85,100,30
50,NA,50,NA,50,NA,50,NA,NA
85,85,0,5,70,75,0,5,85
40,50,60,50,NA,50,NA,50,85
100,100,0,0,100,100,0,0,50
100,100,15,30,100,85,15,15,50
100,100,0,0,85,100,0,0,100
100,100,0,0,90,100,0,0,95
15,30,85,100,0,30,70,70,60
60,15,0,5,15,4,0,2,60
90,85,10,0,90,90,0,0,85
30,30,60,50,15,15,50,50,50
0,0,100,85,0,0,80,85,0
100,100,50,40,100,100,0,40,50
75,80,10,15,70,60,5,1,70
85,NA,38,NA,65,NA,12,NA,NA
45,35,70,75,45,30,70,50,30
30,30,70,65,40,35,60,40,60
100,100,0,15,85,85,40,15,50
60,50,40,30,60,50,50,40,60
0,0,85,90,0,30,75,85,0
80,85,35,39,80,90,30,30,70
60,40,15,0,60,45,15,20,55
70,85,15,30,70,75,15,30,100
30,15,60,50,30,15,60,50,15
50,40,70,60,30,30,60,60,50
50,70,50,50,50,70,50,50,50
30,30,70,85,15,30,60,70,60
50,60,30,15,50,50,40,50,0
30,10,70,80,50,20,50,70,40
32,40,57,45,12,35,50,50,50
60,60,50,50,50,50,50,50,0
60,60,0,15,60,60,0,15,60
0,15,85,70,0,15,85,60,60
60,NA,30,NA,50,NA,50,NA,NA
38,36,87,87,17,4,94,90,60
60,70,15,0,50,85,0,50,85
85,100,40,40,70,70,30,50,50
70,85,0,0,70,80,0,0,0
100,100,0,0,100,100,0,0,100
85,85,30,30,100,100,0,0,50
90,95,15,15,90,95,30,50,85
60,60,50,50,30,30,60,50,50
15,30,60,60,30,30,50,40,50
0,0,70,90,0,0,80,90,95
73,85,0,0,70,50,0,50,50
85,70,0,0,70,50,0,0,100
0,0,85,100,0,0,100,100,50
100,95,30,0,100,95,0,0,50
85,85,50,30,70,85,50,40,15
0,0,90,90,0,0,95,100,10
85,85,30,30,70,60,15,15,30
100,100,0,0,100,100,0,0,50
74,85,0,0,50,70,0,0,100
60,70,60,60,70,70,70,50,50
10,12,55,65,40,22,45,40,50
70,85,50,45,85,100,85,100,50
70,70,30,30,50,60,0,0,50
80,90,30,20,0,50,70,20,90
85,95,5,10,75,85,0,5,90
85,85,0,0,70,50,0,0,50
100,100,40,NA,50,NA,50,NA,NA
70,70,40,50,40,50,50,50,50
85,85,15,15,70,70,0,0,85
85,90,0,1,100,85,0,1,1
100,100,0,0,50,80,50,0,50
70,100,15,0,70,85,30,30,60
100,100,50,50,30,39,40,16,15
15,30,85,85,0,30,85,95,0
0,30,100,85,0,50,70,30,30
85,85,30,10,70,70,30,0,40
70,NA,30,NA,70,NA,15,NA,NA
100,100,15,15,100,100,0,30,100
85,70,50,15,85,85,40,40,50
70,85,30,50,85,85,15,0,70
0,0,100,85,0,0,85,85,0
NA,NA,NA,NA,NA,NA,NA,NA,NA
60,50,85,85,50,65,70,85,50
75,85,5,20,80,80,3,10,80
50,50,50,72,50,50,50,50,50
15,0,85,70,0,0,85,85,85
40,40,70,85,40,40,85,100,0
40,50,0,75,0,0,0,0,100
60,60,50,50,60,50,50,50,50
60,53,45,41,50,45,60,51,50
35,30,90,90,25,40,80,85,50
5,0,60,70,5,25,NA,50,15
40,60,70,70,NA,50,NA,50,50
15,30,90,85,15,15,40,85,50
60,85,40,15,15,0,15,0,0
60,65,60,70,40,70,70,85,70
0,NA,85,NA,30,NA,70,NA,NA
100,100,0,15,100,100,0,0,85
85,70,0,1,60,50,1,5,90
0,0,30,50,0,0,50,50,0
50,50,0,0,0,50,0,0,50
10,15,90,80,0,0,95,100,50
40,40,85,85,50,60,70,100,40
100,100,15,0,100,100,0,0,100
0,0,100,95,0,0,95,80,80
60,85,30,40,0,50,0,30,70
70,85,30,40,50,50,70,85,40
72,82,32,50,73,75,30,50,50
40,40,30,40,50,50,50,50,0
50,60,50,50,50,50,60,50,90
0,0,100,100,0,0,100,100,50
85,85,40,50,85,100,60,30,50
0,0,100,85,0,0,100,100,0
75,70,0,15,75,60,75,40,70
60,75,0,1,70,50,0,3,90
30,40,85,60,50,50,60,60,60
70,85,15,15,70,85,0,15,100
30,0,60,60,50,50,50,50,50
60,60,0,0,60,15,0,0,50
50,50,50,50,50,50,50,50,50
85,85,30,15,85,85,15,0,50
75,75,55,50,70,70,30,30,65
40,40,60,65,50,50,50,NA,75
100,100,85,85,100,100,70,85,0
90,NA,0,NA,90,NA,20,NA,NA
0,0,100,100,0,15,100,100,70
70,15,60,85,50,10,60,65,30
0,0,85,90,0,0,85,75,15
0,15,60,70,0,0,40,50,50
85,90,30,15,70,70,15,30,50
85,95,30,0,85,85,15,0,50
80,85,30,40,50,60,30,70,50
40,30,50,30,10,0,50,20,0
85,90,60,60,85,80,50,50,50
100,100,15,30,70,70,15,15,70
15,30,70,85,0,30,60,60,40
75,30,0,0,50,15,0,0,0
40,NA,90,NA,0,NA,75,NA,NA
60,NA,15,NA,50,NA,50,NA,NA
50,50,50,50,50,50,50,50,50
85,85,0,0,70,50,50,50,50
70,70,30,30,70,70,60,60,50
40,40,70,70,40,20,85,80,50
80,80,30,0,50,0,30,0,50
100,100,30,50,100,100,15,50,100
70,85,30,15,60,70,50,40,85
30,40,75,85,50,30,50,60,65
100,100,15,0,60,60,0,0,50
60,60,15,30,40,50,40,50,60
90,85,70,50,50,50,60,60,70
70,NA,0,NA,70,NA,60,NA,NA
60,50,50,50,50,50,50,50,0
100,85,30,50,100,85,30,70,50
100,100,30,60,85,100,40,60,50
20,NA,90,NA,40,NA,70,NA,NA
0,0,30,100,60,0,50,50,0
90,90,0,15,80,85,0,15,65
30,40,85,100,15,15,50,70,50
70,NA,0,NA,78,NA,0,NA,NA
0,0,30,75,0,0,40,80,0
85,90,20,35,75,75,40,15,80
15,15,70,85,0,15,85,85,0
15,15,30,50,30,15,50,50,0
100,85,40,50,90,70,40,60,85
100,100,0,0,100,100,0,0,100
100,100,0,40,90,100,15,15,60
0,0,40,30,0,0,60,85,15
0,0,100,85,0,0,85,85,30
85,90,40,40,85,85,15,25,90
15,15,70,65,15,15,50,65,0
85,85,15,15,70,70,15,15,60
50,85,55,85,50,85,65,85,85
0,0,85,100,50,50,50,50,20
60,50,70,50,60,50,30,20,40
50,40,0,50,50,30,0,50,80
60,40,60,50,NA,50,50,50,50
70,70,30,40,85,70,15,15,85
15,0,70,70,0,15,70,60,0
100,100,0,0,100,100,50,40,50
100,100,30,60,100,85,50,70,50
85,85,15,30,70,70,0,0,60
15,30,70,60,30,15,85,85,30
40,20,85,80,40,40,85,90,30
25,40,90,85,65,40,70,85,85
30,40,65,65,15,10,80,75,85
60,NA,40,NA,85,NA,0,NA,NA
15,70,100,85,0,20,70,95,50
100,100,0,0,90,100,70,50,80
100,NA,0,NA,50,NA,50,NA,NA
85,85,15,15,70,70,0,30,70
77,85,50,40,60,70,55,60,80
15,70,15,50,100,60,30,40,0
70,70,70,85,30,15,70,85,30
80,NA,30,NA,55,NA,50,NA,NA
20,15,60,60,40,20,55,60,50
70,60,30,30,40,50,15,40,60
0,1,100,80,0,1,100,90,80
90,70,0,0,50,60,50,50,60
45,15,55,50,15,0,80,60,50
15,15,85,65,0,5,80,85,40
0,0,100,100,0,0,85,85,50
100,95,0,0,85,90,0,0,75
30,40,70,70,15,15,80,85,60
0,0,70,60,0,15,85,85,70
70,85,15,15,85,85,15,15,70
85,85,50,40,40,70,15,0,85
85,70,40,40,75,70,15,15,85
100,100,0,15,75,85,15,0,80
100,100,50,50,85,85,50,50,50
50,50,50,50,50,50,50,50,0
100,100,40,40,100,100,50,40,70
40,60,60,70,50,60,60,60,50
70,60,30,15,60,70,0,0,100
80,85,0,33,NA,50,NA,50,50
15,0,60,70,15,0,70,85,60
0,0,50,50,50,50,50,50,0
0,0,70,70,50,0,50,70,50
0,0,100,100,50,30,100,100,60
65,60,0,0,50,10,NA,NA,50
100,50,0,0,0,0,0,0,0
100,100,0,0,85,85,0,0,70
40,40,75,80,15,20,70,50,0
15,30,85,85,50,70,70,70,15
60,70,0,0,60,70,0,0,100
85,100,0,40,70,60,0,15,50
0,15,80,70,0,15,85,85,0
0,0,15,15,0,15,60,80,49
0,0,70,70,0,0,70,85,0
0,NA,70,NA,40,NA,50,NA,NA
75,90,15,40,50,50,50,50,100
90,100,15,5,80,90,50,0,40
85,90,0,0,75,85,0,0,50
60,60,60,60,40,40,50,50,70
70,60,50,60,40,30,40,NA,50
0,0,85,80,0,0,85,80,50
95,90,40,3,65,80,35,3,50
50,50,50,50,50,40,40,15,60
50,60,70,70,60,50,60,60,0
0,0,100,80,0,0,100,100,0
10,0,40,90,5,1,50,95,40
30,30,60,60,50,50,40,60,15
30,30,85,70,15,30,85,70,30
40,NA,70,NA,70,NA,80,NA,NA
30,40,40,50,15,30,70,70,50
0,0,85,85,0,0,85,85,70
75,75,75,50,60,65,50,65,75
100,100,0,0,40,50,0,15,50
85,85,60,50,85,85,85,60,70
15,15,70,70,15,15,85,85,0
60,30,65,40,40,30,60,55,15
30,40,70,60,NA,50,NA,50,40
0,15,90,100,10,0,85,100,80
95,100,15,0,75,95,0,0,50
40,63,80,85,40,60,60,75,85
100,100,0,40,100,100,0,30,50
40,60,60,50,50,60,50,40,50
60,85,30,50,50,85,30,50,50
100,100,0,0,100,100,0,0,100
0,0,85,90,0,0,85,90,50
70,85,30,NA,15,NA,15,NA,15
70,85,50,0,50,60,50,50,0
60,70,0,0,70,70,15,15,70
100,100,0,15,100,100,15,30,70
0,0,100,100,0,0,100,100,50
0,0,100,70,0,0,85,70,30
0,0,85,85,15,50,85,85,50
100,85,0,30,80,85,0,30,70
85,70,15,0,85,70,0,15,50
100,100,50,15,50,50,30,50,50
70,NA,70,NA,30,NA,60,NA,NA
0,15,85,85,0,0,70,70,50
70,70,60,85,60,60,50,50,65
0,0,85,70,0,15,15,50,0
0,0,100,85,0,0,85,85,0
4,5,90,75,8,10,93,90,50
15,15,70,85,0,40,85,70,50
60,50,50,50,60,40,50,40,50
85,100,0,50,70,70,50,50,50
60,70,50,0,0,0,NA,0,15
90,90,30,15,90,90,35,20,50
85,75,15,30,70,70,55,60,50
85,85,30,15,85,70,30,15,60
80,50,50,50,80,50,50,50,50
70,70,40,30,50,60,50,40,70
70,85,30,40,70,70,50,50,50
35,15,80,85,40,15,85,85,50
90,100,15,30,85,85,50,40,50
40,40,70,60,50,50,60,60,50
40,60,15,15,30,50,30,40,15
80,60,80,60,85,85,80,60,60
0,0,0,0,0,0,0,0,0
70,70,15,15,60,60,30,50,50
0,0,50,50,40,30,40,30,50
85,85,0,0,60,55,0,0,70
85,85,0,15,85,60,0,0,0
100,95,0,15,100,90,15,10,70
85,0,0,100,85,0,15,100,0
40,50,60,70,15,50,70,75,50
85,100,60,30,50,60,70,65,50
100,100,0,0,100,100,0,0,100
50,50,50,50,50,50,50,50,0
70,75,15,30,70,65,40,45,60
75,80,15,15,85,85,10,50,50
50,60,50,50,50,60,50,40,60
60,60,40,60,50,60,50,60,50
15,40,70,60,15,30,70,60,80
70,80,0,0,50,70,0,0,100
0,0,85,70,0,0,100,100,50
0,NA,90,NA,0,NA,85,NA,NA
60,60,30,0,40,15,15,0,50
60,70,40,0,40,50,40,50,60
60,70,0,0,40,66,0,75,100
95,90,0,0,95,90,15,30,0
90,95,30,15,75,50,50,20,50
70,70,0,30,60,50,15,50,50
30,50,60,50,NA,50,NA,50,50
85,85,50,30,100,100,30,30,100
40,45,65,87,20,10,100,100,0
100,100,40,40,100,100,40,40,60
40,60,75,70,35,80,80,70,50
50,90,50,30,50,50,50,50,65
0,0,85,85,15,15,100,100,40
70,85,40,30,60,40,50,60,100
30,40,85,85,0,40,85,70,40
100,100,0,0,100,100,0,0,100
100,100,10,10,85,90,15,50,50
70,NA,70,NA,50,NA,70,NA,NA
0,100,15,15,85,50,0,50,85
100,NA,0,NA,100,NA,0,NA,NA
80,70,15,10,80,85,15,50,10
15,15,85,60,0,0,70,95,50
30,40,85,85,0,0,85,85,30
30,15,65,50,20,30,10,30,40
25,0,80,75,20,0,80,70,70
50,50,60,60,30,40,60,50,50
100,100,15,15,85,85,15,60,85
15,0,85,70,15,0,100,85,0
85,85,30,10,70,75,30,0,50
0,0,60,70,0,0,85,100,40
30,30,100,100,0,0,100,100,0
1,15,1,0,5,15,0,0,0
100,100,0,0,85,100,0,0,100
85,100,15,17,85,90,0,50,50
85,100,40,30,70,70,50,30,50
100,100,0,0,100,100,0,15,70
70,65,40,15,50,60,50,50,70
25,50,25,50,15,50,15,50,50
95,95,60,65,40,50,40,65,85
70,85,30,40,60,70,40,40,85
70,85,85,70,85,70,60,40,70
70,60,50,30,40,30,15,30,85
100,100,15,0,15,30,30,0,40
50,40,70,60,50,40,60,60,0
85,100,30,30,50,50,50,60,70
70,60,85,85,50,50,50,70,85
100,100,0,15,90,95,0,5,85
75,NA,40,NA,60,NA,50,NA,NA
0,0,49,50,0,0,75,90,50
100,100,40,40,85,70,50,50,85
90,90,20,10,90,95,25,10,50
90,90,40,30,85,85,50,15,50
0,0,100,99,0,0,100,80,50
85,85,30,0,50,50,50,0,100
100,NA,15,NA,85,NA,0,NA,NA
70,70,40,40,50,70,40,40,70
85,70,50,40,70,70,50,15,0
70,60,65,70,15,15,70,60,0
85,70,30,30,70,60,30,30,85
10,40,80,85,0,40,95,85,50
0,0,100,100,0,0,50,50,50
80,50,5,50,80,50,0,50,50
0,15,50,70,0,50,50,50,50
15,15,85,85,70,50,NA,50,40
85,90,30,40,40,65,40,30,95
70,70,30,50,85,85,15,30,60
90,85,0,15,15,85,15,50,15
15,30,85,85,0,15,85,85,50
85,70,70,15,85,60,70,50,0
100,100,0,50,100,100,0,0,0
85,70,40,30,85,85,15,15,50
60,70,50,70,50,70,50,60,50
0,NA,100,NA,0,NA,100,NA,NA
30,15,85,85,0,30,85,85,50
15,NA,100,NA,0,NA,100,NA,NA
50,85,70,60,40,70,85,80,100
50,40,30,30,30,0,30,0,0
0,0,85,85,0,0,85,100,0
0,0,75,80,0,0,75,85,0
50,30,70,70,60,50,60,70,50
40,40,70,60,40,40,60,60,40
100,100,0,0,100,100,0,100,100
90,90,50,40,85,85,15,30,70
85,100,0,0,85,85,0,0,70
20,10,60,60,30,25,65,50,40
100,NA,0,NA,85,NA,0,NA,NA
30,40,60,40,50,50,NA,60,30
100,85,0,0,100,85,0,0,50
0,30,85,50,30,0,50,60,100
80,85,40,30,85,70,15,15,65
100,100,50,0,85,70,70,30,30
70,65,35,40,80,80,20,20,50
100,100,0,0,100,100,15,15,85
40,0,60,100,40,0,50,85,50
100,100,40,0,85,100,30,15,50
30,40,70,80,60,50,85,80,70
100,7,40,43,50,0,50,0,0
100,70,15,0,15,0,15,0,60
70,70,0,0,60,50,0,50,60
70,100,0,0,60,100,0,0,50
100,100,0,15,75,70,0,0,100
75,65,60,55,15,25,80,55,75
15,0,70,85,15,16,40,90,0
75,80,5,10,90,70,7,30,50
100,100,0,0,100,100,0,0,100
60,60,30,15,60,60,40,40,70
30,NA,85,NA,30,NA,50,NA,NA
50,60,60,60,50,50,50,50,50
51,40,50,40,48,15,50,NA,50
40,15,90,99,40,20,70,75,50
100,100,30,0,100,100,30,100,70
15,NA,25,NA,0,NA,15,NA,NA
15,0,85,85,15,30,85,85,60
15,40,76,40,5,20,50,70,25
85,100,60,0,70,100,50,15,0
10,0,90,95,5,0,95,50,0
68,70,20,2,75,70,5,0,100
50,50,50,0,50,50,50,50,15
70,60,60,70,15,15,85,70,70
0,0,50,50,0,0,60,25,30
85,85,0,15,50,70,0,15,85
70,0,0,30,85,50,0,40,0
40,40,75,70,40,40,65,70,70
30,0,85,85,0,0,100,100,50
85,85,50,15,85,85,50,15,50
85,90,30,0,85,95,30,0,60
0,0,85,100,0,0,100,100,0
50,45,50,40,60,55,65,55,50
70,NA,40,NA,50,NA,50,NA,NA
0,0,70,70,70,70,85,100,85
85,100,15,40,0,85,60,50,90
6,60,3,75,6,60,3,60,30
15,15,85,85,15,15,70,70,50
0,NA,85,NA,0,NA,100,NA,NA
85,70,30,30,70,70,30,40,50
15,50,100,100,0,0,100,50,0
80,65,40,45,70,60,15,30,57
80,70,40,35,80,70,41,40,90
95,90,30,30,90,90,20,20,100
30,30,50,70,0,0,60,70,50
70,NA,30,NA,85,NA,20,NA,NA
90,80,25,25,70,75,5,15,50
15,15,85,100,15,30,85,85,40
70,60,4,40,60,70,50,50,50
15,0,70,60,30,60,80,80,40
30,30,85,85,15,35,50,70,50
15,0,50,60,0,0,60,80,30
70,NA,50,NA,60,NA,50,NA,NA
15,70,100,85,0,40,85,NA,50
100,100,0,0,0,0,0,0,0
60,NA,45,NA,50,NA,50,NA,NA
0,5,60,65,10,40,60,60,50
100,100,15,15,50,60,50,50,85
100,100,30,0,85,95,30,0,75
85,100,50,50,70,85,50,50,50
100,100,0,0,100,100,70,0,40
87,87,38,2,87,82,33,1,90
40,NA,0,NA,50,NA,50,NA,NA
70,70,40,15,60,70,30,0,50
98,100,0,70,97,95,0,80,100
70,70,50,50,60,50,40,30,60
0,0,70,60,0,0,60,60,60
95,100,0,15,85,100,0,0,50
95,90,15,30,70,90,15,15,40
100,100,0,0,100,100,0,0,80
100,100,0,0,100,100,30,30,100
0,15,70,85,15,15,85,100,15
15,15,70,60,15,30,70,70,50
0,0,15,50,0,0,40,40,50
40,60,60,60,30,40,70,70,15
95,100,0,0,90,100,0,0,100
70,70,0,0,60,50,0,50,50
80,85,60,60,70,60,60,60,50
70,65,0,15,60,60,15,15,55
30,15,70,85,30,30,60,85,15
40,50,60,60,40,40,50,60,0
30,0,85,70,0,15,70,70,100
40,15,60,40,40,15,50,30,50
50,50,50,50,50,50,50,50,50
15,5,70,75,50,40,60,50,50
30,40,75,65,20,35,65,65,75
50,NA,85,NA,40,NA,85,NA,NA
60,60,55,30,70,60,50,30,50
85,85,40,60,60,60,15,15,50
85,85,40,40,60,70,0,15,50
100,85,0,0,85,70,0,0,50
100,100,0,0,85,100,0,50,50
30,40,80,85,0,15,85,60,50
100,100,40,30,100,100,30,15,50
90,100,15,40,75,75,0,45,60
100,100,0,0,85,85,0,0,85
95,95,15,30,100,95,30,30,60
100,100,0,0,100,85,0,15,70
15,0,90,85,0,0,90,85,30
0,NA,85,NA,0,NA,70,NA,NA
100,100,30,0,100,100,50,50,100
85,100,0,0,85,100,0,0,100
85,85,50,70,85,85,40,70,85
85,60,70,15,70,30,50,30,70
85,100,40,40,70,70,50,50,55
0,15,85,85,15,0,70,90,95
40,40,70,60,50,50,60,50,40
30,40,70,70,15,40,85,85,0
0,NA,60,NA,0,NA,85,NA,NA
50,50,50,50,50,50,50,50,0
40,50,0,50,40,50,0,50,0
85,70,0,15,30,60,15,15,50
70,NA,50,NA,70,NA,50,NA,NA
100,NA,50,NA,50,NA,50,NA,NA
20,20,80,80,0,0,80,90,50
65,60,30,30,70,55,0,15,70
40,NA,75,NA,35,NA,50,NA,NA
70,85,30,30,85,70,15,15,70
100,100,0,0,85,70,0,0,100
15,30,70,70,15,30,85,60,50
100,100,60,70,85,100,50,100,15
100,80,0,0,0,0,50,50,50
100,100,15,30,100,100,15,30,50
100,100,0,0,100,100,20,15,70
70,100,15,15,85,100,15,0,70
0,NA,NA,NA,NA,NA,NA,NA,NA
60,40,85,85,15,50,100,85,70
0,30,85,85,0,15,85,85,50
0,NA,70,NA,0,NA,60,NA,NA
30,50,60,70,50,50,50,50,50
60,60,30,30,50,40,50,40,50
30,15,70,85,40,40,90,90,15
45,45,70,80,50,40,80,60,50
NA,0,NA,0,NA,0,NA,0,0
60,65,30,25,50,70,40,50,45
60,NA,30,NA,50,NA,50,NA,NA
60,40,70,85,70,100,85,100,50
95,100,15,45,95,100,15,50,15
100,100,60,60,85,100,50,50,50
85,70,15,0,85,85,15,0,70
85,85,15,30,70,85,0,30,70
100,99,10,5,90,85,15,35,55
100,85,15,30,60,80,40,50,85
70,70,30,40,60,50,0,15,40
100,85,30,15,70,60,15,15,50
65,70,32,40,60,60,50,50,70
30,15,30,16,15,9,60,45,50
100,100,0,50,50,100,50,0,70
70,70,0,0,60,60,NA,40,50
15,0,100,100,15,0,NA,50,0
30,30,70,60,40,30,40,30,50
80,50,50,50,50,50,50,50,80
90,90,30,20,75,65,25,50,75
80,85,30,30,90,85,25,30,85
15,15,85,100,40,15,85,70,15
70,70,50,60,70,70,50,50,40
100,NA,0,NA,100,NA,30,NA,NA
0,0,100,100,0,0,100,100,0
100,100,50,0,50,30,50,30,50
100,100,0,0,100,100,0,0,50
60,65,40,45,50,60,30,50,50
50,50,50,50,50,50,50,50,50
72,74,54,52,50,72,50,62,100
70,80,70,70,60,80,60,80,80
0,30,85,85,15,50,70,60,40
15,15,70,70,0,15,70,70,40
30,40,50,60,NA,NA,NA,NA,50
70,70,40,10,10,10,20,20,10
85,85,40,50,70,60,50,50,15
70,85,40,60,70,85,50,60,50
85,80,15,0,0,0,15,0,50
0,0,100,100,0,0,100,100,0
70,75,15,15,65,95,40,36,75
0,0,70,70,30,30,70,85,50
75,65,10,10,55,55,5,5,85
30,0,70,85,40,30,70,70,50
70,85,50,70,50,30,50,30,50
70,100,10,50,90,100,50,70,50
30,30,75,90,15,0,70,60,50
60,60,40,40,50,50,30,60,80
85,70,30,50,85,50,70,50,100
0,0,0,0,0,0,0,NA,50
100,65,0,15,70,50,0,50,50
75,75,15,15,88,75,15,25,65
15,0,85,85,0,0,70,70,85
100,100,15,0,80,100,0,0,100
30,40,70,100,20,40,85,70,50
85,100,0,0,50,100,50,0,100
60,NA,40,NA,50,NA,50,NA,NA
0,0,85,85,0,0,85,70,50
0,0,70,70,5,0,75,80,30
9,NA,4,NA,60,NA,50,NA,NA
70,70,40,30,50,60,15,0,85
100,100,0,0,100,0,0,15,50
85,70,40,30,60,60,50,40,70
0,0,85,60,0,0,75,50,75
70,70,40,60,75,80,30,30,95
100,NA,0,NA,100,NA,0,NA,NA
100,100,50,50,100,100,50,50,50
25,1,85,95,40,5,95,90,50
0,NA,85,NA,0,NA,85,NA,NA
90,86,35,47,90,85,15,30,75
70,60,85,85,60,60,70,70,0
100,100,0,0,15,0,50,0,100
30,NA,50,NA,70,NA,50,NA,NA
